object_id,Z,SpecType_Code,target
laes_acharn_tobas,0.4943,0,0
lalaith_min_rhovan,0.4424,7,0
lalaith_tirith_ris,0.3961,7,0
laug_ennorath_glamog,0.398,7,0
lebed_adar_amath,0.2705,0,0
lebed_erchion_emel,0.6828,0,0
lembas_salph_balrog,0.3846,0,0
lend_fuin_helegnen,0.5835,0,0
lend_harad_aith,0.4084,0,0
limlug_saew_Ithil,1.651,0,0
lin_pess_vin,0.3657,0,0
lost_heleg_magol,0.6835,0,0
luith_harad_saelor,0.7129,6,0
lunt_braig_nana,0.3999,7,0
lunt_sogannen_certh,1.361,15,1
maen_dam_heron,1.088,0,0
malad_eryn_gondrath,1.223,0,0
melethril_bragol_tirith,0.5185,0,0
midh_gwachaedir_gli,0.4355,0,0
min_talraph_Sindarin,0.235,15,1
mirdan_gli_paich,0.1548,3,0
muil_faradrim_ungol,0.3752,0,0
nagol_per_tachol,1.46,0,0
narthan_gwaloth_ris,0.1649,3,0
neledh_lang_gwarth,0.2606,7,0
nell_glandagol_dam,0.3017,7,0
nost_archam_annon,0.6627,0,0
nur_bass_curunir,0.3576,7,0
onodrim_galenas_cugu,0.2694,0,0
paich_ungol_hast,0.2983,0,0
panas_hervess_mereth,0.3984,7,0
parf_cugu_magol,0.4211,0,0
parf_heledh_gwathui,0.5056,7,0
pendrath_aes_Eru,0.3965,7,0
pennas_gond_aran,1.51,0,0
pennas_sammar_Dornhoth,1.297,15,1
pent_edlothiad_law,0.8776,0,0
peredhel_tegilbor_dagnir,0.2682,7,0
pess_Mirion_raug,0.3042,7,0
pess_ithron_lebdas,0.7683,0,0
raef_galadh_aran,0.1977,3,0
ram_lebdas_rist,0.3601,0,0
randir_mereth_archam,0.4676,7,0
rist_thamas_bragol,0.1626,3,0
romru_morgul_lossen,0.2597,7,0
rudh_ira_faun,0.3991,7,0
sirion_gellui_adab,0.2483,13,0
talraph_gwend_aeglir,0.641,0,0
tamin_aduial_parf,0.2356,15,1
tathar_helegnen_guldur,0.7234,6,0
tathar_uruk_adel,0.2831,7,0
thamas_gwarth_gwathui,0.3651,0,0
thangail_tang_galvorn,0.3147,7,0
tinnu_imloth_laer,0.3764,7,0
tirith_agarwaen_toll,0.1636,3,0
uir_duin_faun,0.2561,0,0
ulug_vin_Gonhir,0.4456,7,0
uruk_aran_yll,2.747,0,0
uruk_cund_nath,1.19,0,0
Eluwaith_cyron_hwiniol,0.2341,11,0
Eluwaith_nost_magol,0.3935,7,0
Gwathuirim_gwanur_hu,0.2481,3,0
Ithil_menel_agar,0.4117,7,0
Mirion_lain_iaun,0.3429,0,0
Rochirrim_lang_hador,1.042,0,0
Rochirrim_raegdan_tavor,0.4152,7,0
aerlinn_heron_luith,0.4712,15,1
aerlinn_laer_aith,0.1854,7,0
aerlinn_saer_nell,0.4457,7,0
aes_sammar_thul,0.3367,7,0
agarwaen_hu_fervain,0.4963,7,0
ah_saelor_hend,0.1108,12,0
ai_hub_hwiniol,0.5662,0,0
aiglos_ryn_gwael,0.4675,0,0
aith_gwarth_lagor,1.217,0,0
alae_dol_nimp,0.4718,15,1
alae_saew_dannas,0.8778,0,0
amloth_glamog_gwaun,1.318,0,0
anann_uir_ang,0.4055,7,0
anwar_randir_myril,0.3875,14,0
aran_honeg_sirion,0.4045,13,0
baneth_harad_heledir,0.3299,7,0
baneth_tamin_gli,1.959,0,0
barad_ogol_sammar,0.3206,7,0
bass_echad_gwael,1.439,0,0
cabed_gellui_peredhel,0.3905,3,0
cabor_gaurwaith_Gwathuirim,0.966,15,1
cae_Mithrim_fervain,0.4,7,0
calad_lobor_meril,0.3692,13,0
celair_amon_hervess,0.8888,0,0
cenedril_ram_rudh,0.1694,12,0
corf_acharn_vin,0.7817,0,0
cugu_gobennas_lebenedh,0.8673,0,0
cuin_alae_nana,0.2557,0,0
curunir_melethril_galadh,0.2463,0,0
daen_lalaith_cabor,0.4067,7,0
dagnir_Dornhoth_onodrim,0.6854,0,0
dam_lossen_ira,0.3629,7,0
dam_tamin_graw,1.778,0,0
dam_ungol_nestad,0.3303,7,0
duin_firiel_saig,0.3514,0,0
dunadan_helegnen_laes,3.171,0,0
eirien_lunt_rist,0.3739,7,0
eirien_uir_pent,0.4071,0,0
elu_agarwaen_gwachaedir,0.4158,0,0
emel_cenedril_rudh,0.9121,0,0
eryn_lhug_lin,0.4346,8,0
espalass_rudh_forodrim,0.2519,5,0
fang_aear_adan,0.3802,0,0
fang_angos_rusc,0.5069,7,0
fang_saelor_gellui,0.9418,15,1
faradrim_annon_tinnu,0.3711,14,0
faradrim_pennas_hun,1.894,0,0
firion_certh_fang,1.558,0,0
forodrim_mindon_hadhod,0.9643,0,0
fuin_galenas_sogannen,1.435,0,0
fuin_uir_espalass,0.8132,0,0
gador_firen_fang,0.1756,7,0
gador_uan_puig,0.3731,0,0
galadhrim_hend_gwael,0.2357,0,0
gaur_tinnu_uruk,0.2108,0,0
graw_fast_gaw,0.7747,0,0
guldur_alag_sogannen,0.1633,12,0
guldur_imlad_gaw,0.3864,7,0
gwend_cirion_gil,0.3763,0,0
hadhod_dagnir_cund,0.4083,14,0
hadhod_navaer_saew,0.422,0,0
harad_galadh_Gonhir,0.4922,7,0
haradrim_ablad_luith,0.4189,7,0
haudh_tegilbor_agarwaen,1.053,0,0
heledh_ank_fern,0.3497,0,0
heledir_nestad_corch,1.346,0,0
heleg_galad_fae,1.134,0,0
hend_muil_dannas,4.924,0,0
hervess_lachenn_uir,0.8487,0,0
hul_bass_alagos,1.823,0,0
hul_mil_andrann,0.6567,0,0
idhren_Ithil_nothrim,1.031,0,0
imrad_raug_barad,0.4104,8,0
imrath_drafn_nost,1.071,0,0
imrath_nost_ithildin,0.6524,0,0
laes_achad_baug,0.3765,3,0
lain_espalass_gellui,0.4431,7,0
lalaith_galas_elvellon,0.2004,7,0
lam_lain_gath,0.7799,0,0
lass_tobas_sammar,0.1495,12,0
lathron_amlug_imlad,0.9406,0,0
laug_aduial_gador,0.4065,7,0
lebdas_riel_cenedril,0.2318,3,0
lebed_fern_agor,0.1687,7,0
lebenedh_imrath_Gonhir,0.6038,0,0
lebenedh_paich_faun,2.201,0,0
lembas_corch_dagnir,0.7845,0,0
lhug_minuial_achas,1.154,0,0
limlug_aderthad_mithril,0.3557,7,0
lobor_ank_cuil,0.4327,0,0
loss_anann_yll,0.09905,12,0
loss_faun_amath,1.022,0,0
lunt_gaw_gaurwaith,0.8733,0,0
maecheneb_eryn_fervain,0.3664,7,0
malad_acharn_Eluwaith,2.395,0,0
manadh_ithildin_rudh,0.3217,7,0
meldir_faen_ingem,0.2402,11,0
meldir_nagol_heron,0.6251,0,0
menel_certh_tinnu,0.5638,0,0
midh_raug_minas,0.2599,5,0
mil_aear_Druadan,0.9899,0,0
min_adan_bregedur,0.6608,0,0
minas_rudh_harad,0.1991,0,0
mindon_grond_pent,0.3301,7,0
minuial_aphadrim_yll,0.4277,7,0
mir_pilin_mithren,0.5174,0,0
mithren_Eluwaith_barad,0.7542,0,0
mithren_lin_in,0.3691,7,0
mithril_imrath_tamin,0.6839,0,0
muil_hun_alae,0.6821,0,0
mund_muil_nidh,0.709,0,0
myril_aear_agor,0.3877,7,0
narthan_Ithil_gellui,0.4041,13,0
narthan_alph_galas,0.4296,0,0
narthan_bass_haudh,1.441,0,0
nath_glaur_dirnaith,1.109,0,0
nath_ira_thangail,0.5114,0,0
neledh_tinuviel_inias,0.5155,15,1
nell_cabor_min,0.9232,0,0
nell_gwador_dirnaith,0.9469,0,0
nim_gath_eredh,0.1166,12,0
nim_gwathui_suil,1.896,0,0
nur_firiel_magor,0.7434,0,0
ogol_minai_ninglor,0.2015,7,0
onodrim_ruith_lang,0.2178,3,0
pendrath_haradrim_pethron,1.45,0,0
pendrath_maethor_iar,1.052,0,0
pent_sammar_drego,0.179,7,0
peredhel_gli_nagol,0.9594,0,0
pess_myril_navaer,0.396,7,0
puig_annon_gilgalad,2.137,0,0
rach_drego_gul,0.7826,0,0
raef_amlug_corch,0.3633,7,0
raef_min_ram,0.8607,0,0
raegdan_hand_adab,0.8462,0,0
raug_rist_thamas,0.1949,0,0
ris_aerlinn_minuial,0.8373,0,0
rudh_elvellon_eglan,0.4046,7,0
rust_ungol_gador,0.6973,0,0
soga_naer_mirdan,1.831,0,0
suil_dunedhel_gil,0.3785,3,0
talraph_gwael_lunt,0.98,15,1
talraph_tinnu_agarwaen,4.051,0,0
tann_gwaun_hub,0.4447,8,0
thamas_amarth_eredh,0.241,11,0
thul_rochben_eglan,0.8536,0,0
thul_sirion_baneth,1.054,0,0
toll_ninglor_ris,0.3477,0,0
uan_lacha_heron,0.457,0,0
uir_pess_agar,0.5856,0,0
yll_minai_gondrath,0.365,7,0
Druadan_galas_ram,0.9706,0,0
Eru_lasguil_lossen,0.4854,7,0
Mirion_lunt_fae,0.4266,7,0
adab_cabor_gwaun,0.435,0,0
adab_thul_rust,0.3705,15,1
adan_lhug_hervess,0.4467,7,0
aeglir_Dornhoth_adan,0.695,0,0
aeglir_min_graw,0.6406,0,0
aes_espalass_iphant,0.315,7,0
aglareb_araf_glamor,0.8702,0,0
ah_anwar_Sindarin,0.5087,0,0
ah_lam_lobor,0.2716,14,0
aiglos_Sindarin_glass,0.5195,0,0
aith_firen_corch,0.3794,7,0
alagos_hador_melethril,0.3596,0,0
amath_rochben_nim,0.5232,0,0
anann_acharn_midh,0.4884,7,0
ang_ungol_rochben,0.3771,7,0
anwar_lunt_hador,0.2699,7,0
anwar_mithren_hal,0.2799,7,0
aran_dannas_malad,0.4457,0,0
aran_hast_Eru,0.2984,3,0
aranarth_faun_hand,0.4214,0,0
aras_malad_Eru,0.9063,0,0
bass_ulug_aegas,0.8219,0,0
baug_gwarth_ram,0.2085,0,0
baug_tavor_pent,0.4059,7,0
braig_corch_dannas,0.2796,14,0
cabed_min_sammar,1.334,0,0
cae_glae_gwador,0.343,7,0
caras_saelor_galas,0.5077,0,0
celair_ennorath_aphadrim,0.2411,14,0
cenedril_espalass_ang,0.3542,7,0
certh_bain_glamor,0.2986,7,0
corf_hub_harad,0.4255,0,0
cuil_magor_faen,1.898,0,0
cund_elvellon_mithren,0.8111,0,0
daen_glaur_ram,0.3195,7,0
dam_barad_fervain,0.3736,7,0
dannas_Rochirrim_magor,1.533,0,0
dannas_amath_alagos,1.223,0,0
draug_mindon_galadh,0.419,0,0
eilian_perian_glamor,0.4641,15,1
eirien_saer_tegilbor,0.8217,0,0
emel_gobennas_lang,0.6084,0,0
emel_iphant_haust,0.6814,0,0
ennorath_balrog_gaur,0.4014,7,0
ennorath_graw_hand,0.5707,0,0
ennorath_rusc_mindon,1.436,0,0
eredh_callon_saig,0.2067,14,0
forodrim_lossen_ruith,1.389,0,0
gador_lost_mil,0.4409,7,0
galad_lebenedh_uir,0.487,7,0
galad_nothrim_balrog,0.3581,0,0
galadhrim_Eluwaith_gond,0.72,0,0
galadhrim_galadh_salph,0.4545,0,0
galadhrim_roch_eglan,0.7216,0,0
galas_sogannen_ank,0.967,0,0
galvorn_suil_fang,0.3177,15,1
gaur_gaurwaith_elu,0.7303,0,0
gaur_nimp_gwend,0.3417,7,0
gaurwaith_gil_malad,0.4669,0,0
gellui_ank_uir,0.2969,0,0
gil_gath_morn,0.3179,3,0
glamor_riel_hun,2.768,0,0
glaur_aith_salph,0.4734,7,0
gondrath_rhun_eirien,0.1264,0,0
gorn_meril_aderthad,0.4164,0,0
grond_saelor_pess,0.3871,7,0
gul_mithril_ungol,0.3645,7,0
gwael_salab_mithren,1.65,0,0
gwarth_lebdas_cyron,0.6473,0,0
gwaun_limlug_amon,0.4709,0,0
gwend_hador_bain,2.002,0,0
hador_tinuviel_celair,0.58,0,0
hal_pethron_dunedhel,0.4306,7,0
haradrim_laer_cenedril,0.7477,0,0
haudh_caras_gaurwaith,0.4298,0,0
haust_faen_ruith,0.4447,7,0
heledh_cugu_aeruil,0.3547,3,0
heledir_idhren_melethril,0.4445,15,1
helegnen_cae_pendrath,0.4112,7,0
hend_lost_barad,0.2967,3,0
hervess_roch_espalass,0.904,0,0
hud_bellas_thangail,0.4209,0,0
hwiniol_emel_dagnir,0.3143,7,0
iaun_curunir_aegas,0.4166,7,0
imlad_daen_iphant,0.319,3,0
imloth_anwar_thor,0.1209,0,0
imrath_anwar_fang,0.3264,3,0
in_gwaloth_gaw,0.3188,0,0
inias_luin_tavor,0.3093,14,0
iphant_muinthel_amdir,0.4024,7,0
laer_anwar_lorn,0.2121,0,0
laes_lunt_aran,0.7958,0,0
lain_acharn_lam,0.309,7,0
lathron_pess_aith,0.4835,15,1
lebenedh_uan_hand,0.1146,0,0
lembas_uan_laug,0.3301,15,1
lhug_cae_Rochirrim,0.6411,0,0
limlug_ingem_alae,0.4704,0,0
lossen_haeron_faun,0.4399,7,0
lossen_hervenn_gwanur,1.834,0,0
luin_tobas_ulug,0.6919,0,0
maecheneb_drafn_thurin,0.4201,0,0
maecheneb_pennas_ingem,0.6356,0,0
maen_bass_rhovan,1.849,0,0
maen_ithron_laes,0.9591,0,0
manadh_Eru_adab,0.3615,0,0
manadh_hend_curunir,0.9875,0,0
melethril_ogol_tirith,1.311,0,0
midh_rist_vin,0.8144,0,0
minas_rodwen_guldur,0.7695,0,0
mindon_heledh_gwador,0.3435,0,0
minuial_gaurwaith_Gonhir,0.8425,0,0
mir_alph_hadhod,0.5109,0,0
mithren_nothrim_meldir,0.2187,14,0
mithril_amarth_lossen,0.3095,0,0
myril_thavron_eilian,2.189,0,0
neledh_mil_lathron,0.3315,7,0
nestad_lass_dirnaith,1.345,0,0
nestad_pethron_elu,0.4121,7,0
noroth_ingem_amdir,0.3726,7,0
nost_ungol_gond,1.085,0,0
paich_rhovan_agar,0.5716,0,0
panas_daen_soga,0.6718,0,0
panas_thor_rhun,0.4313,7,0
per_ris_idhren,0.4111,7,0
perian_merilin_imrad,0.3892,7,0
pethron_lagor_aeruil,0.4869,7,0
pilin_nimbrethil_glass,0.8208,0,0
puig_lebed_lain,0.8,0,0
rach_adan_cenedril,0.3348,0,0
raegdan_tann_amarth,0.8904,0,0
raegdan_tathar_dam,0.3861,7,0
ram_pod_pendrath,1.134,0,0
rhun_dagnir_eryn,0.4862,7,0
rochir_harad_corch,0.3948,7,0
rodwen_lacha_maecheneb,0.5882,0,0
rovalug_galadhrim_hun,0.3324,0,0
rusc_galas_lhug,0.3874,7,0
salph_daen_ira,0.2652,14,0
salph_galadhrim_glaur,0.9126,0,0
sammar_amarth_rusc,0.4877,7,0
sogannen_gador_ang,0.1929,0,0
tachol_drafn_nidh,0.3372,7,0
tachol_tang_pendrath,2.187,0,0
talraph_haeron_Mithrim,1.322,0,0
thul_mirdan_nadhras,0.9134,0,0
thurin_Gonhir_Druadan,0.4617,7,0
tirith_bregedur_galad,0.551,0,0
toll_eredh_faen,0.3419,0,0
uanui_noroth_haust,0.7288,0,0
ulug_Eluwaith_ingem,1.505,0,0
ulug_hervenn_menel,0.4156,7,0
Dornhoth_salab_corch,0.9011,0,0
Eru_alae_nath,0.3582,7,0
Ithil_law_galas,0.3881,7,0
Mithrim_mereth_rom,0.193,3,0
Tawarwaith_Gwathuirim_cabed,0.6798,0,0
acharn_per_gwaloth,0.4143,15,1
aear_morgul_heleg,0.2574,7,0
aerlinn_nadhras_cund,0.2637,0,0
aerlinn_sirion_gli,0.7949,0,0
agar_cugu_glaur,0.4795,0,0
ah_achad_bain,0.3934,15,1
ah_navaer_agarwaen,1.06,0,0
aiglos_saig_mindon,0.5576,0,0
aith_glass_firiel,0.482,0,0
alag_amlug_gaurwaith,0.3603,7,0
alph_nana_panas,1.145,0,0
amon_corch_idhren,0.3889,15,1
anann_raegdan_lost,0.1608,7,0
annon_salab_aderthad,1.262,0,0
aphadrim_neledh_ist,0.2385,7,0
araf_agar_maecheneb,1.138,0,0
araf_glamog_echad,0.7431,15,1
aranarth_gellui_melethril,0.05731,3,0
aranarth_sirion_adan,1.242,0,0
aras_ang_aeruil,0.6409,0,0
archam_elu_rochben,0.2446,0,0
archam_hu_cirion,0.1908,3,0
archam_lang_alph,0.8701,0,0
badhor_talraph_lam,0.7046,15,1
bellas_gul_aras,0.8238,0,0
bellas_luithien_melethril,2.744,0,0
bragol_onodrim_nimbrethil,1.13,0,0
cabed_mereth_iphant,1.697,15,1
cabor_aran_melethril,0.3523,7,0
cabor_firiel_rhosc,0.9488,0,0
cabor_merilin_hwiniol,3.08,0,0
corch_ennorath_dagnir,0.8459,0,0
corch_iphant_saelor,0.539,7,0
cugu_soga_mirdan,1.889,0,0
cuil_pent_yll,0.2485,7,0
cyron_cair_vin,1.244,0,0
dannas_uanui_Ennor,2.726,0,0
dirnaith_aphadrim_adab,0.3661,15,1
drafn_haradrim_nimbrethil,0.6486,0,0
drafn_mund_lathron,0.7028,0,0
draug_gwaloth_baug,0.7089,0,0
drego_lachenn_minas,0.4704,7,0
dunedhel_haust_nothrim,0.09532,0,0
emel_mindon_sador,0.3036,0,0
ennorath_eirien_tavor,1.492,0,0
faen_thamas_certh,0.1881,7,0
faun_aerlinn_maen,0.7569,0,0
fervain_idhren_Mirion,0.1882,3,0
firen_drego_ablad,0.2036,0,0
forodrim_myril_pilin,0.1611,3,0
fuin_nadhras_hud,0.9203,0,0
galenas_saer_rhosc,0.09091,0,0
gas_tamin_ablad,0.5477,8,0
gaurwaith_angos_lebdas,0.1826,0,0
gellui_law_lalaith,0.4647,7,0
gilgalad_eglan_maecheneb,0.8708,0,0
glamor_celon_gondrath,0.9035,0,0
glamor_iar_amloth,0.4154,15,1
glass_rom_puig,0.0627,3,0
glaur_narthan_hervenn,0.4942,0,0
glaur_ogol_cugu,0.9838,0,0
gond_alagos_andrann,0.194,0,0
grond_soga_ai,0.5748,0,0
guldur_lebenedh_perian,1.201,0,0
guldur_lossen_tinuviel,0.6843,0,0
guldur_nath_toll,1.097,0,0
gwaloth_espalass_angos,0.683,0,0
gwarth_mir_ris,0.8635,0,0
gwaun_melethril_amdir,0.1889,0,0
hador_aras_badhor,1.095,0,0
haradrim_ithildin_mereth,0.3696,7,0
heledh_rochben_drego,0.1437,3,0
honeg_raug_morn,0.9222,0,0
hub_nur_rhovan,0.2983,7,0
hub_saew_nestad,0.7319,0,0
iar_aranarth_hwiniol,2.284,0,0
iar_cair_fuin,0.6979,0,0
iaun_lacha_corch,0.2148,7,0
idhren_Elrim_hun,0.8424,0,0
iphant_gwador_glandagol,1.135,0,0
iphant_neledh_archam,0.3758,7,0
lacha_eirien_fang,1.562,15,1
lacha_saig_ulug,1.461,0,0
lagor_gobennas_aiglos,2.021,0,0
lebed_gaurwaith_fang,0.6869,0,0
lebed_ithildin_galas,1.085,0,0
lebed_saew_minuial,1.226,0,0
limlug_gul_mir,0.4265,7,0
lin_gador_talraph,0.9544,0,0
loss_tann_melethron,2.111,0,0
luith_hador_minuial,0.153,7,0
lunt_saelor_Mirion,0.4604,7,0
maecheneb_firiel_curunir,0.7878,0,0
maethor_hal_glamog,0.6496,0,0
magol_ai_rochir,0.9041,0,0
magol_eredh_tathar,0.1822,7,0
manadh_melethron_rovalug,0.4434,7,0
melethron_thul_aranarth,2.292,0,0
mil_ank_callon,0.1748,7,0
minas_eglan_lebdas,0.3074,0,0
minas_lebed_minai,0.2082,0,0
mindon_grond_emel,0.09786,13,0
mindon_tamin_ah,0.5972,0,0
mithren_daen_acharn,0.4297,7,0
mithril_espalass_Mirion,3.452,0,0
morgul_acharn_gaurwaith,0.4429,7,0
morn_tinuviel_cae,1.027,0,0
mund_callon_merilin,0.4208,15,1
mund_galas_rust,0.3608,15,1
mund_gwador_alagos,0.7108,0,0
nadhras_ylf_in,0.372,15,1
nana_Ennor_rudh,1.712,0,0
nana_dirnaith_limlug,0.2058,7,0
nidh_rist_lost,0.2499,0,0
nimp_alph_faen,0.2896,0,0
nimp_braig_heron,0.9411,0,0
nimp_imlad_lost,0.0642,3,0
noroth_aranarth_faun,0.3902,7,0
noroth_glandagol_rodwen,0.1035,13,0
nost_pent_limlug,0.7775,0,0
panas_aglareb_aear,0.6391,0,0
per_iar_badhor,0.7491,0,0
peredhel_nana_baneth,0.08582,0,0
randir_celeb_Druadan,3.415,0,0
rhach_lorn_Tawarwaith,0.3592,15,1
rhach_ninglor_calad,1.654,0,0
rhach_pilin_menel,1.303,0,0
rhovan_suil_nath,0.2356,7,0
riel_tobas_Tawarwaith,0.3687,7,0
ris_aduial_laer,0.3253,7,0
rist_lathron_saelor,0.5976,0,0
roch_lhug_archam,1.867,0,0
rochben_cugu_galenas,0.7732,0,0
rochben_lagor_galad,0.558,0,0
saer_amarth_balrog,0.5209,7,0
saer_cabed_rom,0.4181,7,0
saig_lost_duin,0.1031,13,0
salab_dagnir_gobennas,0.3137,7,0
suil_lebenedh_tang,0.412,7,0
suil_mil_aeglir,0.7904,0,0
tamin_dol_ylf,1.904,0,0
tang_fervain_ai,0.6248,0,0
thor_aeruil_narthan,0.4074,7,0
tinuviel_tann_nidh,0.2978,7,0
toll_rist_bragol,0.284,7,0
uan_braig_amlug,0.1455,3,0
uir_gaw_aeruil,0.1921,7,0
yll_merilin_rach,1.701,15,1
Dornhoth_gwend_nagol,0.4061,7,0
Dornhoth_thurin_gwaloth,0.9992,0,0
Eluwaith_amarth_iar,0.5666,0,0
acharn_firion_morn,0.4958,0,0
adab_amdir_gli,0.5834,2,0
adar_law_agor,0.3292,7,0
agarwaen_guldur_Ithil,0.9606,0,0
alagos_rach_ris,1.172,0,0
amdir_ruith_braig,1.387,0,0
amloth_iphant_nur,0.8784,0,0
andrann_galas_rochben,0.7642,0,0
angos_pod_cabed,1.129,0,0
ank_rovalug_eilian,0.4414,7,0
anwar_thamas_agar,0.2549,11,0
araf_lebenedh_nost,0.9432,0,0
aranarth_rhovan_lasguil,0.8121,0,0
aranarth_tobas_gellui,0.381,0,0
balrog_gond_fuin,0.09704,3,0
bass_myril_guldur,1.452,0,0
bragol_galenas_raug,0.4713,7,0
bronwe_riel_pilin,0.4657,7,0
cae_cair_merilin,1.078,0,0
cae_gwaloth_nagol,1.185,0,0
callon_raef_espalass,0.4863,7,0
callon_tobas_meldir,1.041,0,0
cenedril_Eluwaith_cae,0.2158,0,0
cirion_cabor_thurin,1.06,0,0
cirion_gaur_gaw,0.6132,0,0
cund_faen_nagol,0.3461,0,0
duin_aegas_gwael,0.829,0,0
duin_forodrim_lin,0.8778,0,0
dunadan_baneth_magol,0.7334,0,0
eglan_sador_galadhrim,0.5571,7,0
eirien_minuial_nim,2.133,0,0
elu_edlothiad_minai,1.78,0,0
elu_thamas_gil,0.3567,0,0
emel_archam_rusc,1.053,0,0
ennorath_drafn_emel,0.4694,0,0
erchion_magor_rach,1.068,0,0
eredh_hadhod_lass,0.3492,0,0
eryn_pent_tegilbor,0.2668,7,0
firen_agor_rusc,0.4352,7,0
firion_lorn_certh,0.7909,0,0
fuin_minas_cair,0.09437,3,0
galadhrim_noroth_duin,1.326,0,0
galas_hu_corch,0.2701,11,0
galas_tinuviel_nadhras,0.5118,7,0
gath_celeb_uanui,0.5566,7,0
gath_rodwen_suil,1.312,0,0
gaurwaith_paich_ryn,1.566,0,0
gaw_lebed_grond,0.2403,0,0
glae_gul_sirion,0.552,2,0
glae_ira_glamog,1.569,0,0
glamor_cirion_adar,0.3944,7,0
glamor_gwend_baug,0.8603,0,0
gli_aderthad_hub,0.5559,0,0
gwaloth_corch_Druadan,0.253,0,0
gwaun_gwael_glandagol,1.529,0,0
gwaun_manadh_hand,0.3785,0,0
gwaun_ruith_amarth,0.08841,3,0
gwilwileth_pennas_hend,0.8855,0,0
hal_certh_pilin,0.3139,0,0
hal_myril_bass,1.311,0,0
hand_perian_navaer,1.042,0,0
harad_nost_firen,1.103,0,0
hast_nath_aiglos,0.6499,0,0
heledh_aes_luith,0.9914,0,0
heledh_tinnu_thamas,0.3427,0,0
heron_barad_gwilwileth,0.532,0,0
hwiniol_cirion_angos,1.513,0,0
hwiniol_gwaun_callon,0.4047,0,0
hwiniol_meril_minas,0.8586,0,0
imlad_espalass_melethril,0.2143,3,0
imloth_alae_mirdan,0.22,0,0
ist_cenedril_daen,0.7841,0,0
ithildin_firion_meril,0.5942,0,0
ithildin_laes_aglareb,0.6871,0,0
laer_hervess_celeb,0.1885,3,0
laer_nell_randir,0.2266,0,0
lain_echad_hend,0.1848,7,0
lain_yll_imrad,0.4685,0,0
lalaith_hud_dirnaith,0.5901,0,0
lang_Ithil_hu,0.3096,7,0
lass_fang_nadhras,0.4389,7,0
lathron_echad_dol,0.2804,0,0
lebenedh_dunadan_aerlinn,0.6753,0,0
lebenedh_hwiniol_perian,0.45,7,0
lend_faradrim_glamog,0.4707,0,0
lorn_aglareb_grond,1.137,0,0
lorn_magol_thavron,0.7416,0,0
loss_cabor_rust,0.1719,7,0
lunt_firion_gwaloth,0.2769,7,0
maethor_glass_edlothiad,0.5257,7,0
magol_rochben_adab,0.1792,7,0
manadh_ennorath_nana,0.2116,3,0
melethril_minas_ang,0.5442,0,0
min_gil_lalaith,0.09545,3,0
minas_corch_celair,1.305,0,0
minas_fuin_midh,1.159,0,0
minas_lebed_bellas,0.8317,0,0
mirdan_gul_imrath,0.8415,0,0
mithril_nur_celon,0.9361,0,0
morgul_ang_firiel,0.6793,0,0
muil_imrath_per,1.913,0,0
nana_menel_randir,0.2915,0,0
narthan_gas_alagos,0.9269,0,0
nath_Eru_faen,0.08993,3,0
neledh_min_melethron,2.389,0,0
nestad_honeg_Gonhir,0.4412,0,0
nimbrethil_imlad_saig,0.5132,0,0
ninglor_ruith_vin,0.9404,0,0
nost_pod_drafn,1.228,0,0
ogol_sogannen_mund,1.244,0,0
peredhel_alagos_lain,2.378,0,0
pess_gwend_Gonhir,1.504,0,0
pethron_baug_braig,0.454,7,0
rach_gaw_tobas,0.4902,7,0
rach_gwador_tachol,0.4294,0,0
raef_aegas_agar,0.6681,0,0
raegdan_lam_ennorath,0.8603,0,0
raug_nim_balrog,0.5029,0,0
rhach_aegas_imloth,1.171,0,0
riel_ram_harad,0.3197,0,0
ris_certh_mereth,0.4649,0,0
rist_cugu_rust,0.5156,7,0
romru_ris_aeruil,0.2502,7,0
rusc_hend_salab,1.179,0,0
rust_Rochirrim_lacha,1.312,0,0
ryn_Eluwaith_morn,0.5491,2,0
saig_saew_panas,0.3167,7,0
salab_agarwaen_heledir,0.2636,0,0
sammar_gaur_ram,1.337,0,0
soga_narthan_lembas,0.9974,0,0
suil_min_ris,0.6419,7,0
tann_minas_melethron,1.08,0,0
tavor_nath_ai,0.5293,0,0
tegilbor_noroth_heledh,0.386,0,0
tegilbor_toll_faun,1.102,0,0
thangail_nost_parf,0.7734,0,0
thor_pod_agarwaen,0.4786,7,0
thurin_aeruil_calad,1.445,0,0
thurin_cabor_hervess,0.4766,0,0
thurin_soga_rovalug,1.499,0,0
thurin_tachol_amlug,2.471,0,0
tinnu_faun_gobennas,0.8153,0,0
tinnu_raef_thor,1.06,0,0
tinuviel_luin_melethril,0.37,0,0
tobas_myril_laug,0.3559,0,0
ulug_grond_firen,0.6775,0,0
uruk_paich_peredhel,0.08875,3,0
ylf_dol_melethron,0.243,0,0
ylf_imrath_galvorn,1.146,0,0
Gonhir_fervain_ah,0.4315,7,0
Gonhir_limlug_harad,0.4566,6,0
Mirion_galadh_heledh,0.1817,7,0
Mithrim_lang_elvellon,0.1693,3,0
Mithrim_mund_gas,0.3985,0,0
achas_riel_braig,0.3061,0,0
adan_cae_morgul,0.1817,7,0
adar_maethor_lasguil,1.19,0,0
aderthad_nimbrethil_gellui,0.2121,3,0
aduial_mindon_harad,0.4137,7,0
aear_agarwaen_cund,1.709,0,0
aegas_gaw_navaer,0.9124,0,0
aegas_tobas_dunedhel,0.2271,7,0
